TotalAverageLeft,TotalAverageRight,TotalAverageLFandRG,MinDiameterLeft,MinDiameterRight,MaxDiameterLeft,MaxDiameterRight,AvgDilatationSpeedLeft,AvgDilatationSpeedRight
2.1799504924936786,1.7871822830237354,1.983566387758707,2.298267364501953,1.9955652952194214,6.309688091278076,6.305725574493408,-0.001513697710174324,-0.01017642319598693
