Img,DiamRipRG,DiamRipLF,DiamMaxRG,DiamMaxLF,DiffMinMax,DiamAvg
 'T3_02.jpg',4.076333999633789,3.111001491546631,4.8145880699157715,3.2502942085266113,0.003962516784667969,1.9561122891306877
 'T3_04.jpg',0,3.0042858123779297,2.9273905754089355,2.9133663177490234,0.003962516784667969,0.6144974899291992
 'T3_05.jpg',0,3.0390677452087402,4.820415496826172,3.3640589714050293,0.003962516784667969,0.9024961525201798
 'T3_07.jpg',3.4192328453063965,3.147336006164551,4.7258734703063965,3.188992500305176,0.003962516784667969,1.4786765793511145
