Img,MaxEyeLeftDiameter,MaxEyeRightDiameter,Differential
 'T2_03.jpeg',3.077568769454956,4.733120918273926,1.6555521488189697
 'T2_04.jpeg',3.347900867462158,3.3985912799835205,0.050690412521362305
 'T2_02.jpeg',3.326829433441162,4.349870204925537,1.023040771484375
 'T2_01.jpeg',3.188992500305176,4.7258734703063965,1.5368809700012207
