Img,MaxEyeLeftDiameter,MaxEyeRightDiameter,Differential
 'T1_02.jpeg',3.7127811908721924,4.3309712409973145,0.6181900501251221
 'T1_04.jpeg',3.311305522918701,4.921505928039551,1.6102004051208496
 'T1_03.jpeg',3.2502808570861816,5.210940837860107,1.9606599807739258
 'T1_01.jpeg',3.391430377960205,5.255774021148682,1.8643436431884766
