Timestamp,EyeLeftDiameter,EyeRightDiameter,AverageLeftAndRight
1.000593,3.583021402359009,3.8670148849487305,3.7250181436538696
1.010618,3.526282548904419,3.8575499057769775,3.6919162273406982
1.020613,3.550410032272339,3.8239951133728027,3.687202572822571
1.0306,3.479829788208008,3.8257412910461426,3.652785539627075
1.040666,3.503664970397949,3.79742169380188,3.6505433320999146
1.050691,3.4481301307678223,3.7985174655914307,3.6233237981796265
1.060687,3.4593071937561035,3.780287265777588,3.6197972297668457
1.070672,3.4008331298828125,0,1.7004165649414062
1.080739,3.4115684032440186,3.7402026653289795,3.575885534286499
1.090764,3.3438756465911865,3.73911452293396,3.5414950847625732
1.100758,3.36611008644104,3.7763867378234863,3.571248412132263
1.110744,3.3157765865325928,3.731849431991577,3.523813009262085
1.120811,3.3486320972442627,3.628481149673462,3.4885566234588623
1.130835,3.2948503494262695,3.6203501224517822,3.457600235939026
1.140831,3.3318862915039062,3.551471471786499,3.4416788816452026
1.150817,3.2642018795013428,0,1.6321009397506714
1.160883,3.324343204498291,3.5341763496398926,3.429259777069092
1.170908,3.2329275608062744,0,1.6164637804031372
1.180904,3.282196283340454,3.487776279449463,3.3849862813949585
1.190889,3.211005210876465,0,1.6055026054382324
1.200956,3.2425143718719482,3.468839168548584,3.355676770210266
1.210981,3.184950113296509,0,1.5924750566482544
1.220976,3.189218282699585,0,1.5946091413497925
1.230962,3.1490187644958496,0,1.5745093822479248
1.241028,3.142763614654541,3.438810348510742,3.2907869815826416
1.251053,3.118926525115967,3.3997962474823,3.2593613862991333
1.261049,3.0950839519500732,0,1.5475419759750366
1.271034,3.114119291305542,3.3541555404663086,3.2341374158859253
1.281101,3.0941243171691895,0,1.5470621585845947
1.291125,3.0927226543426514,0,1.5463613271713257
1.301121,3.089379072189331,0,1.5446895360946655
1.311107,3.0817792415618896,0,1.5408896207809448
1.321174,3.0926353931427,0,1.54631769657135
1.331198,3.0703752040863037,0,1.5351876020431519
1.341194,3.082397937774658,0,1.541198968887329
1.351179,3.0375497341156006,3.29403018951416,3.1657899618148804
1.361246,3.058149814605713,0,1.5290749073028564
1.371271,3.0007429122924805,3.2107744216918945,3.1057586669921875
1.381266,3.04179048538208,0,1.52089524269104
1.391252,2.988520383834839,3.196953773498535,3.092737078666687
1.401319,3.033489227294922,0,1.516744613647461
1.411343,2.979729413986206,3.184755325317383,3.0822423696517944
1.421338,3.0268394947052,0,1.5134197473526
1.431324,2.9705872535705566,3.1539969444274902,3.0622920989990234
1.441391,3.0328569412231445,0,1.5164284706115723
1.451415,2.9743900299072266,0,1.4871950149536133
1.461411,3.0327720642089844,0,1.5163860321044922
1.471397,2.95463228225708,0,1.47731614112854
1.481463,3.0270466804504395,0,1.5135233402252197
1.491488,2.9476022720336914,3.107079029083252,3.0273406505584717
1.501484,3.017534017562866,0,1.508767008781433
1.511469,2.9372079372406006,0,1.4686039686203003
1.521536,3.017592430114746,0,1.508796215057373
1.53156,2.9242470264434814,0,1.4621235132217407
1.541556,3.0137779712677,0,1.50688898563385
1.551542,2.9408257007598877,3.1269423961639404,3.033884048461914
1.561609,0,0,0.0
1.571633,2.981724739074707,0,1.4908623695373535
1.581629,3.0207719802856445,3.112248659133911,3.066510319709778
1.591614,3.0554802417755127,0,1.5277401208877563
1.601681,2.978302478790283,0,1.4891512393951416
1.611705,3.013803005218506,0,1.506901502609253
1.621701,2.9687469005584717,2.8124897480010986,2.890618324279785
1.631688,3.0275440216064453,0,1.5137720108032227
1.641753,2.946899175643921,2.6577441692352295,2.802321672439575
1.651778,3.020557403564453,0,1.5102787017822266
1.661774,2.9381372928619385,2.89263653755188,2.915386915206909
1.671759,3.015657424926758,0,1.507828712463379
1.681826,2.9137282371520996,0,1.4568641185760498
1.69185,2.978447914123535,2.6090595722198486,2.793753743171692
1.701846,2.9520344734191895,2.787777900695801,2.869906187057495
1.711832,2.9747660160064697,0,1.4873830080032349
1.721899,2.9460995197296143,0,1.4730497598648071
1.731924,3.0084643363952637,0,1.5042321681976318
1.741918,2.9728121757507324,2.9099931716918945,2.9414026737213135
1.751905,2.989809036254883,0,1.4949045181274414
1.761971,2.9359993934631348,2.9912707805633545,2.9636350870132446
1.771995,2.9585299491882324,0,1.4792649745941162
1.781992,2.8974227905273438,2.966705560684204,2.932064175605774
1.791977,0,0,0.0
1.802043,2.799989700317383,2.955770254135132,2.8778799772262573
1.812067,0,0,0.0
1.822063,0,2.9517974853515625,1.4758987426757812
1.832049,0,0,0.0
1.842116,2.694883346557617,2.887364149093628,2.7911237478256226
1.85214,2.7187306880950928,0,1.3593653440475464
1.862136,2.659677028656006,2.8047399520874023,2.732208490371704
1.872122,0,0,0.0
1.882189,0,2.7794506549835205,1.3897253274917603
1.892213,0,0,0.0
1.902208,2.6298367977142334,2.7632057666778564,2.696521282196045
1.912194,0,0,0.0
1.922261,0,2.7274587154388428,1.3637293577194214
1.932286,0,0,0.0
1.942281,0,2.71412992477417,1.357064962387085
1.952267,0,0,0.0
1.962334,2.5911734104156494,2.6995959281921387,2.645384669303894
1.972358,0,0,0.0
1.982353,0,2.6936590671539307,1.3468295335769653
1.992339,0,0,0.0
2.002406,0,0,0.0
2.012431,0,0,0.0
2.022427,0,2.6872010231018066,1.3436005115509033
2.032412,0,0,0.0
2.042478,0,2.7156050205230713,1.3578025102615356
2.052503,0,0,0.0
2.062498,0,0,0.0
2.072484,2.6799373626708984,2.7151875495910645,2.6975624561309814
2.082551,2.7208428382873535,2.6486928462982178,2.6847678422927856
2.092575,0,0,0.0
2.102571,2.7742061614990234,2.593057870864868,2.683632016181946
2.112557,2.8068227767944336,0,1.4034113883972168
2.122623,2.8490986824035645,2.6641764640808105,2.7566375732421875
2.132648,2.8904738426208496,0,1.4452369213104248
2.142644,2.859220504760742,2.7144975662231445,2.7868590354919434
2.15263,2.8696494102478027,0,1.4348247051239014
2.162696,0,2.736961841583252,1.368480920791626
2.172721,2.8676273822784424,0,1.4338136911392212
2.182716,2.7950901985168457,2.7529571056365967,2.774023652076721
2.192702,2.8177928924560547,0,1.4088964462280273
2.202768,0,2.7879462242126465,1.3939731121063232
2.212793,2.8322675228118896,0,1.4161337614059448
2.222788,2.7748329639434814,2.7949447631835938,2.7848888635635376
2.232775,2.8073785305023193,0,1.4036892652511597
2.242841,2.7741737365722656,2.7878501415252686,2.781011939048767
2.252865,2.8131816387176514,0,1.4065908193588257
2.262861,2.7385478019714355,2.788947343826294,2.7637475728988647
2.272847,2.8011913299560547,0,1.4005956649780273
2.282914,2.767042398452759,2.7847461700439453,2.775894284248352
2.292938,2.816063165664673,2.6496429443359375,2.732853055000305
2.302934,2.7616679668426514,2.7228331565856934,2.7422505617141724
2.31292,2.8089892864227295,2.687779664993286,2.748384475708008
2.322986,2.7492594718933105,2.735191822052002,2.7422256469726562
2.33301,2.785172462463379,2.7169241905212402,2.7510483264923096
2.343006,2.7433104515075684,2.756066083908081,2.7496882677078247
2.352992,2.798582077026367,2.737257480621338,2.7679197788238525
2.363058,0,2.7657549381256104,1.3828774690628052
2.373083,2.772890090942383,0,1.3864450454711914
2.383078,2.7489418983459473,2.76491641998291,2.7569291591644287
2.393065,2.7706406116485596,0,1.3853203058242798
2.403131,2.745807409286499,2.7706968784332275,2.7582521438598633
2.413155,2.7560741901397705,0,1.3780370950698853
2.423151,2.732800006866455,2.7750158309936523,2.7539079189300537
2.433137,2.7592291831970215,2.7652039527893066,2.762216567993164
2.443203,2.7166385650634766,2.7659504413604736,2.741294503211975
2.453228,2.755328893661499,0,1.3776644468307495
2.463224,0,2.7678258419036865,1.3839129209518433
2.473209,2.7660813331604004,2.759535074234009,2.7628082036972046
2.483276,2.6959707736968994,2.773913621902466,2.7349421977996826
2.4933,2.736023426055908,0,1.368011713027954
2.503297,0,0,0.0
2.513282,0,2.6728155612945557,1.3364077806472778
2.523349,2.716212511062622,2.832340955734253,2.7742767333984375
2.533373,0,0,0.0
2.543368,0,0,0.0
2.553354,0,0,0.0
2.563421,2.6749978065490723,0,1.3374989032745361
2.573445,0,0,0.0
2.583441,0,0,0.0
2.593427,0,2.7069692611694336,1.3534846305847168
2.603494,0,0,0.0
2.613518,0,0,0.0
2.623514,0,0,0.0
2.6335,0,0,0.0
2.643566,0,0,0.0
2.65359,0,2.6772825717926025,1.3386412858963013
2.663587,0,0,0.0
2.673572,0,0,0.0
2.683638,0,3.849651336669922,1.924825668334961
2.693663,0,3.202481269836426,1.601240634918213
2.703659,0,0,0.0
2.713645,0,0,0.0
2.723711,0,0,0.0
2.733736,0,0,0.0
2.743731,0,0,0.0
2.753717,0,0,0.0
